WGATAR_position,WGATAR_chr,WGATAR_id,WGATAR_start,WGATAR_end,WGATAR_to_GATA1_peak_summit,Number_editable_bases,background_genes_counts_on_TAD,WGATAG_to_nearest_gene_distance,dis_motif2motif,RAD21,GATA1,TAL1,LDB1,CTCF,MED1,ATAC,BRD4,NIPBL,GATA2,effect_value,PHRED,phylop,chromatin_state,delta_occupancy,delta_atac,scores_evo2,GC_content
chr5:159632040-159632046,chr5,WGATAR_2069,159632040,159632046,84,1,16,-208,94,1.25,10.25,5.5,3.75,1.0,1.0,1.04,3.5,1.25,2.25,0.356969117,5.304181818181818,0.0,4,0.45890462,0.09598589,-1.180633544921875,0.5
chr5:159632140-159632146,chr5,WGATAR_2070,159632140,159632146,16,1,16,-308,94,1.25,18.25,6.25,6.25,1.25,0.25,0.52,4.0,4.0,4.5,0.341560906,5.482722222222222,0.0,4,0.82364094,0.9563203,2.80047607421875,0.55
chr5:159660325-159660331,chr5,WGATAR_2071,159660325,159660331,91,2,16,-14194,7179,4.0,64.75,8.25,20.5,1.75,2.25,3.12,0.75,4.5,3.75,0.586710088,3.405636363636363,0.0,13,1.5452523,0.44164753,6.821533203125,0.4
chr5:159667510-159667516,chr5,WGATAR_2072,159667510,159667516,245,1,16,-7009,3753,6.0,11.25,5.75,6.5,3.75,3.75,2.6,3.5,2.5,6.25,0.394926417,8.751666666666667,0.0,20,0.41869903,0.7767985,0.125823974609375,0.25
chr5:159671269-159671275,chr5,WGATAR_2074,159671269,159671275,17,3,16,-3250,168,5.25,36.5,23.25,48.0,6.0,7.0,7.8,5.75,5.5,5.0,0.270813477,3.219666666666667,0.0,20,2.2573376,2.0681722,1.394561767578125,0.55
chr5:159671443-159671449,chr5,WGATAR_2073,159671443,159671449,157,2,16,-3076,168,4.0,29.75,12.0,17.75,5.25,3.0,4.16,4.75,6.0,4.5,0.567555715,5.8918333333333335,0.675167,20,0.035480976,0.030727148,0.267333984375,0.4
chr5:159688144-159688150,chr5,WGATAR_2076,159688144,159688150,2,1,16,-30646,1397,16.5,335.75,120.0,170.5,5.5,14.5,38.48,38.25,44.25,32.0,1.801433212,11.055111111111112,0.4935,20,2.719543,2.0422678,0.32025146484375,0.55
chr5:159689547-159689553,chr5,WGATAR_2075,159689547,159689553,276,2,16,-29243,1397,4.25,24.25,7.25,4.5,6.5,6.5,1.56,8.25,5.25,1.75,0.697969997,3.011071428571429,0.341167,20,0.3033927,0.050694942,0.6413116455078125,0.4
chr5:159766665-159766671,chr5,WGATAR_2077,159766665,159766671,37,1,16,-98931,1985,4.25,68.5,19.0,23.0,1.0,3.25,0.52,6.75,7.5,8.0,0.52513926,16.336875,0.0,13,1.214787,1.046804,-2.98504638671875,0.55
chr5:159768656-159768662,chr5,WGATAR_2079,159768656,159768662,2,5,16,6100,63,5.25,46.25,12.0,14.5,5.0,3.0,4.16,6.75,6.5,6.5,-0.394608347,14.7975,0.0,16,1.3389959,1.105356,-6.338623046875,0.3
chr5:159768725-159768731,chr5,WGATAR_2078,159768725,159768731,67,2,16,-272150,63,5.25,49.0,10.75,11.0,5.0,4.0,3.64,5.0,7.5,4.75,0.087924111,7.191000000000001,0.3245,16,0.63951564,0.29894972,-8.996017456054688,0.4
chr5:159775316-159775322,chr5,WGATAR_2082,159775316,159775322,19,3,16,-2914,16,11.0,123.25,27.0,34.25,8.75,6.75,11.96,19.75,13.25,14.0,0.781937606,3.3563999999999994,-1.1145,20,0.013289452,-0.29973793,1.817108154296875,0.4
chr5:159775338-159775344,chr5,WGATAR_2081,159775338,159775344,3,2,16,-2936,16,10.0,139.5,26.75,41.5,9.5,6.75,12.48,19.5,15.25,15.0,0.20870229,4.270666666666666,0.0,20,0.7073636,0.79483795,-1.122467041015625,0.5
chr5:159775391-159775397,chr5,WGATAR_2080,159775391,159775397,56,2,16,-2989,47,10.0,139.75,26.0,40.0,8.0,8.75,9.36,15.75,13.0,14.5,0.275971397,1.6116666666666666,0.0,20,0.88736,0.80511665,0.9071311950683594,0.7
chr5:159788495-159788501,chr5,WGATAR_2084,159788495,159788501,6,5,16,-16093,17,1.75,13.75,4.5,5.0,2.25,1.25,1.04,0.25,2.75,3.25,0.461725869,4.040615384615384,0.0,13,1.3786385,0.6749873,-0.0673828125,0.35
chr5:159788518-159788524,chr5,WGATAR_2083,159788518,159788524,17,1,16,-16116,17,1.75,13.75,4.5,5.0,2.25,1.25,0.52,0.25,2.75,3.25,0.844935323,4.152238095238095,-0.156167,13,0.1704495,-0.025370598,-0.417694091796875,0.55
chr5:159794155-159794161,chr5,WGATAR_2087,159794155,159794161,108,2,16,-21753,253,5.5,28.75,3.75,0.0,3.25,3.25,1.56,2.5,2.25,3.0,0.57639356,1.8607333333333334,0.0,10,1.5275979,0.3507657,-0.9094085693359375,0.5
chr5:159794414-159794420,chr5,WGATAR_2086,159794414,159794420,151,1,16,-22012,18,3.75,33.0,5.75,6.5,4.5,5.25,4.68,2.25,5.0,6.5,0.60177597,2.438782608695652,0.209,16,0.48125768,0.018482208,-2.5884857177734375,0.25
chr5:159794438-159794444,chr5,WGATAR_2085,159794438,159794444,175,3,16,-22036,18,2.75,35.0,5.5,6.0,4.5,6.25,6.24,2.5,5.0,6.0,0.32973094,1.741666666666667,0.0,16,0.5165582,0.27688217,-5.5801544189453125,0.35
chr5:159805499-159805505,chr5,WGATAR_2089,159805499,159805505,47,2,16,-7852,59,3.0,48.5,14.25,17.0,7.0,6.0,2.6,0.5,5.75,5.5,0.364538076,10.241000000000001,0.0,16,0.004492283,-0.08961582,-6.53289794921875,0.25
chr5:159805564-159805570,chr5,WGATAR_2088,159805564,159805570,18,3,16,-7917,59,3.5,60.0,16.0,20.5,8.25,4.75,2.6,0.5,5.25,6.5,0.616072749,1.9100952380952383,-0.193333,16,1.9156055,1.0801942,-4.2931671142578125,0.6
chr5:159811865-159811871,chr5,WGATAR_2091,159811865,159811871,15,3,16,-14218,46,3.5,16.0,5.25,6.25,1.5,3.5,0.52,2.0,3.0,2.0,0.690742351,4.572,0.0,16,-0.085636854,-0.33099413,1.0274429321289062,0.4
chr5:159811917-159811923,chr5,WGATAR_2090,159811917,159811923,37,4,16,-14270,46,2.0,19.75,4.0,7.75,1.75,3.75,0.52,2.75,2.25,2.25,0.713746555,4.902999999999999,0.0,16,0.66165674,0.5104883,-1.31787109375,0.3
chr5:159825854-159825860,chr5,WGATAR_2098,159825854,159825860,863,3,16,-23003,21,1.75,4.5,4.25,3.0,1.5,2.0,0.0,2.25,4.0,3.5,0.255787888,9.246363636363636,0.0,7,0.17358875,0.0394485,-1.3316650390625,0.25
chr5:159825881-159825887,chr5,WGATAR_2097,159825881,159825887,836,2,16,-22976,21,2.25,5.0,5.25,3.25,2.5,1.5,0.0,2.25,3.5,3.5,0.161950765,4.11425,0.0,7,0.07199478,0.026048899,-9.1885986328125,0.35
chr5:159826022-159826028,chr5,WGATAR_2096,159826022,159826028,695,3,16,-22835,104,3.25,7.5,5.75,4.0,2.25,0.75,0.0,3.5,2.5,3.5,0.649777756,5.836187500000001,0.0,4,1.189702,0.124352455,-1.744720458984375,0.55
chr5:159826132-159826138,chr5,WGATAR_2095,159826132,159826138,585,4,16,-22725,6,2.25,11.75,7.0,5.25,2.5,1.5,0.52,3.0,1.0,3.75,0.068951908,4.054,0.0,4,0.054682255,0.030486822,-0.36834716796875,0.2
chr5:159826144-159826150,chr5,WGATAR_2094,159826144,159826150,573,2,16,-22713,2,2.25,11.75,7.0,5.25,2.5,1.5,0.52,3.0,1.0,3.75,0.02746228,6.175166666666667,0.0,4,0.138942,0.01944685,-1.7508544921875,0.2
chr5:159826152-159826158,chr5,WGATAR_2093,159826152,159826158,565,2,16,-22705,2,2.25,11.75,7.0,5.25,2.5,1.5,0.52,3.0,1.0,3.75,0.121785099,3.665142857142857,0.0,4,0.044697285,0.017054796,-2.637298583984375,0.3
chr5:159826193-159826199,chr5,WGATAR_2099,159826193,159826199,524,1,16,-22664,35,2.25,14.25,7.25,6.25,4.0,2.0,0.52,2.75,0.25,4.75,0.479574405,11.242090909090908,0.0,4,0.07702112,0.057296753,-2.815338134765625,0.3
chr5:159826445-159826451,chr5,WGATAR_2101,159826445,159826451,272,1,16,-22412,246,2.75,25.0,11.25,8.0,3.75,4.25,2.6,5.5,1.75,2.25,0.782471581,6.601594594594594,0.0,17,0.6673777,0.37584424,1.31689453125,0.65
chr5:159826707-159826713,chr5,WGATAR_2103,159826707,159826713,10,2,16,-22150,51,4.5,86.0,23.0,25.0,5.25,5.75,8.32,12.75,11.25,9.75,0.540107078,9.440555555555555,0.0,26,0.3098538,0.50294065,-1.2997283935546875,0.45
chr5:159826764-159826770,chr5,WGATAR_2102,159826764,159826770,47,1,16,-22093,51,5.5,100.25,25.0,32.0,5.75,5.75,11.96,17.5,13.75,11.5,0.288168417,7.0153125,0.0,26,1.8748066,0.73409796,1.7518463134765625,0.55
chr5:159827348-159827354,chr5,WGATAR_2100,159827348,159827354,631,4,16,-288,6,6.5,11.25,6.75,4.0,6.25,5.75,0.52,12.25,5.5,4.75,0.055803837,6.997384615384615,0.0,17,0.9770907,0.2066524,1.52960205078125,0.35
chr5:159827360-159827366,chr5,WGATAR_2092,159827360,159827366,643,3,16,-300,6,6.5,11.25,6.75,4.0,6.25,5.75,0.52,12.25,5.5,4.75,0.548282258,8.216863636363636,0.0,17,0.41755676,-0.042477846,0.987762451171875,0.4
chr5:159849583-159849589,chr5,WGATAR_2104,159849583,159849589,658,1,16,-866,22217,3.75,8.75,6.5,1.25,4.75,1.75,0.52,6.0,4.25,4.0,0.891807886,3.3338000000000005,0.00800001,17,0.026834369,0.06639218,-0.8629302978515625,0.4
chr5:82321486-82321492,chr5,WGATAR_2035,82321486,82321492,203,2,10,-12559,207,2.5,10.0,4.25,4.25,2.5,2.5,0.52,1.5,1.5,4.0,0.615814181,2.92512,0.0,7,0.39255118,0.27379107,-2.914947509765625,0.3
chr5:82321699-82321705,chr5,WGATAR_2037,82321699,82321705,10,1,10,-12772,25,2.0,30.25,10.25,9.75,3.75,4.25,3.12,4.25,2.0,7.25,0.771155365,1.5835882352941175,0.0,7,1.5221641,1.2302263,3.9228363037109375,0.5
chr5:82321730-82321736,chr5,WGATAR_2036,82321730,82321736,41,1,10,-12803,25,2.0,32.0,11.25,11.25,3.75,4.0,2.08,4.75,4.0,7.25,1.653267671,2.252411764705882,-0.219667,7,0.65325785,0.85169363,0.580291748046875,0.45
chr5:82322007-82322013,chr5,WGATAR_2034,82322007,82322013,318,1,10,-13080,271,2.75,8.75,5.5,4.0,3.25,2.0,1.56,3.0,3.5,2.75,-0.010930194,3.0192499999999995,0.0,10,0.8939778,0.13405013,-0.5541839599609375,0.6
chr5:82322414-82322420,chr5,WGATAR_2033,82322414,82322420,725,1,10,-13487,401,3.0,7.75,1.75,1.0,2.0,0.75,1.04,1.5,1.75,1.5,0.537385497,7.144473684210527,0.0,0,0.82888275,0.09299517,0.2767333984375,0.4
chr5:82372787-82372793,chr5,WGATAR_2038,82372787,82372793,21,3,10,-525,20411,6.75,35.0,10.25,4.25,4.75,3.25,2.08,12.75,8.25,5.0,3.471543813,7.769058823529413,0.0,17,1.9706609,0.25301266,-0.14886474609375,0.6
chr5:82393204-82393210,chr5,WGATAR_2041,82393204,82393210,363,4,10,-19523,32,4.0,13.25,6.5,6.25,3.25,7.25,1.56,6.5,3.25,7.0,0.031578473,6.500714285714286,0.0,10,0.28332323,0.09425092,-1.0543632507324219,0.35
chr5:82393242-82393248,chr5,WGATAR_2042,82393242,82393248,325,3,10,-19561,32,5.25,16.75,6.0,5.75,3.0,7.5,1.04,6.75,4.0,7.75,0.35999541,7.3922799999999995,0.0,10,0.074177444,0.15360928,-0.450103759765625,0.4
chr5:82393546-82393552,chr5,WGATAR_2045,82393546,82393552,21,4,10,-19865,-1,8.25,57.0,14.75,15.0,0.75,4.0,2.08,21.75,8.75,5.0,0.353214055,13.685555555555556,0.0,10,0.3433249,-0.24887848,3.0158309936523438,0.35
chr5:82393551-82393557,chr5,WGATAR_2044,82393551,82393557,16,4,10,-19870,-1,8.25,57.0,14.75,15.0,0.75,4.0,2.08,21.75,8.75,5.0,0.629620109,13.854375000000001,0.0,10,1.4568367,0.58984756,2.3653564453125,0.35
chr5:82393646-82393652,chr5,WGATAR_2043,82393646,82393652,79,1,10,-19965,89,7.5,56.5,14.5,16.75,0.75,6.25,2.6,24.0,11.5,4.75,0.305407556,12.863999999999999,0.0,10,0.16900122,0.1565988,-0.3802490234375,0.4
chr5:82393878-82393884,chr5,WGATAR_2040,82393878,82393884,311,3,10,-20197,33,2.5,16.0,4.5,3.25,0.5,3.25,0.52,7.0,5.75,6.0,0.132696456,7.236000000000001,0.0,11,0.19933319,-0.009299517,0.30352783203125,0.25
chr5:82393917-82393923,chr5,WGATAR_2039,82393917,82393923,350,1,10,-20236,33,2.5,16.0,4.5,3.25,0.5,3.25,0.0,7.0,5.75,6.0,0.114643518,14.404285714285711,0.0,11,0.33680493,-0.01903677,-1.32745361328125,0.3
chr5:82397574-82397580,chr5,WGATAR_2047,82397574,82397580,7,2,10,-23893,24,1.75,5.5,5.25,2.5,2.75,3.5,3.12,2.75,3.75,0.75,0.32392363,9.5735,0.0,10,0.31085443,0.034953117,-8.715858459472656,0.3
chr5:82397604-82397610,chr5,WGATAR_2046,82397604,82397610,37,4,10,-23923,24,1.75,5.5,5.25,2.5,2.75,3.5,3.12,2.75,3.75,0.75,0.593216138,1.0514000000000001,0.208333,10,0.21657038,0.09668207,-4.009033203125,0.35
chr5:82398527-82398533,chr5,WGATAR_2049,82398527,82398533,15,2,10,-24846,64,7.5,32.0,6.25,4.5,4.0,5.75,3.12,5.5,6.0,2.75,1.761541849,4.543952380952381,0.0,20,1.4606019,0.49509358,-0.860443115234375,0.5
chr5:82398597-82398603,chr5,WGATAR_2048,82398597,82398603,55,3,10,-24916,64,7.5,36.0,6.25,4.25,4.5,4.75,6.24,5.25,5.5,3.25,1.104563605,3.939500000000001,0.0,20,1.0920594,0.3589275,-0.4945068359375,0.4
chr5:82398817-82398823,chr5,WGATAR_2050,82398817,82398823,275,2,10,-25136,214,6.0,9.5,4.75,2.0,2.25,4.0,0.52,3.0,3.75,2.75,0.262494982,4.202636363636364,0.0,0,0.013641894,0.0056767464,-2.569000244140625,0.35
chr5:82463312-82463318,chr5,WGATAR_2056,82463312,82463318,218,2,10,-33731,99,2.75,11.25,6.0,3.75,0.5,4.75,0.52,4.5,4.5,2.75,0.253427427,4.272666666666667,0.0,7,0.3725381,0.1137526,-0.01904296875,0.45
chr5:82463417-82463423,chr5,WGATAR_2055,82463417,82463423,113,4,10,-33626,1,2.5,18.0,4.5,6.0,1.5,3.5,0.52,7.0,3.25,3.75,0.4337882,9.609363636363637,0.0,7,-0.04383278,-0.23104,-0.576171875,0.4
chr5:82463424-82463430,chr5,WGATAR_2054,82463424,82463430,106,3,10,-33619,1,2.75,21.25,4.0,6.5,2.25,3.5,0.52,7.5,2.25,5.25,0.266454423,6.586749999999999,0.0,7,0.7408614,0.6690588,-1.5206451416015625,0.35
chr5:82463530-82463536,chr5,WGATAR_2053,82463530,82463536,0,1,10,-33513,1,1.75,28.75,3.5,6.5,3.5,6.5,0.0,5.25,2.75,6.25,0.539222891,3.6032962962962967,0.0,7,0.40622282,0.3024695,0.3148651123046875,0.45
chr5:82463537-82463543,chr5,WGATAR_2052,82463537,82463543,7,2,10,-33506,1,1.75,28.75,3.5,6.5,3.5,6.5,0.0,5.25,2.75,6.25,0.018415096,2.986636363636364,0.0,7,0.26919007,-0.025892735,-4.1490936279296875,0.4
chr5:82463644-82463650,chr5,WGATAR_2051,82463644,82463650,114,2,10,-33399,101,0.75,24.0,3.5,4.75,3.0,7.5,0.0,4.75,3.0,5.0,0.587112306,7.171090909090908,0.470167,7,0.71508837,0.03109622,-2.2840957641601562,0.3
chr5:82485446-82485452,chr5,WGATAR_2058,82485446,82485452,61,1,10,-11597,15,2.0,16.75,6.0,3.25,1.5,3.5,0.52,3.0,3.5,5.25,0.038929196,5.646666666666667,0.0,7,0.7738185,0.4680004,-0.5197525024414062,0.35
chr5:82485467-82485473,chr5,WGATAR_2057,82485467,82485473,40,2,10,-11576,15,2.0,16.75,6.0,3.25,1.5,3.5,0.52,3.0,3.5,5.25,0.181733163,8.927,0.0681667,7,0.33364034,0.43645883,-0.73193359375,0.4
chr5:82530382-82530388,chr5,WGATAR_2063,82530382,82530388,51,3,10,-156701,37,2.5,28.75,8.25,6.0,2.25,3.5,0.52,5.75,2.75,2.75,-0.258353422,8.97025,0.0,7,0.2710967,0.22496891,-2.5097274780273438,0.5
chr5:82530425-82530431,chr5,WGATAR_2062,82530425,82530431,8,2,10,-156744,37,2.25,32.25,8.5,6.5,2.75,3.5,1.04,4.25,3.0,3.0,1.234054594,1.2782105263157897,-0.2735,7,0.452973,0.3528378,-1.24176025390625,0.4
chr5:82530495-82530501,chr5,WGATAR_2061,82530495,82530501,62,2,10,-156814,64,1.75,29.75,6.75,4.75,2.5,4.0,1.04,3.75,3.0,3.5,0.360742051,0.7826666666666667,0.0,7,0.019999504,0.004330635,-1.0807266235351562,0.4
chr5:82530777-82530783,chr5,WGATAR_2060,82530777,82530783,344,3,10,-157096,49,1.75,6.25,2.25,2.0,1.25,1.5,0.0,1.5,2.25,3.25,0.347807413,1.2469999999999999,0.0,1,0.017926097,-0.009611368,-3.31158447265625,0.2
chr5:82530832-82530838,chr5,WGATAR_2059,82530832,82530838,399,2,10,-157151,49,1.5,5.0,3.25,2.5,1.25,1.5,0.0,1.5,2.0,2.0,0.24111098,0.9455,0.0,1,0.0109116435,0.007151842,2.7346954345703125,0.35
chr5:82649552-82649558,chr5,WGATAR_2064,82649552,82649558,228,2,10,-72938,156,3.5,13.5,5.0,4.0,1.5,3.5,0.0,1.5,4.75,1.75,0.391755245,9.321333333333333,0.0,1,0.48617244,0.0020780563,3.173736572265625,0.2
chr5:82649714-82649720,chr5,WGATAR_2068,82649714,82649720,66,4,10,-72776,5,2.0,24.25,8.5,10.0,1.5,2.75,0.0,3.25,3.75,6.0,0.43159854,8.3766,0.0,4,0.124723315,0.12284136,-0.8857421875,0.25
chr5:82649725-82649731,chr5,WGATAR_2067,82649725,82649731,55,4,10,-72765,5,1.75,29.25,11.0,14.75,1.5,1.75,0.0,4.5,4.0,6.75,0.429056113,8.317,0.0,4,0.4221909,0.6948714,-1.865234375,0.55
chr5:82649779-82649785,chr5,WGATAR_2066,82649779,82649785,1,1,10,-72711,19,1.75,34.25,12.25,16.5,1.5,1.25,0.0,5.25,3.75,7.5,0.834744798,3.315631578947368,-0.3495,4,0.93047976,0.84427404,-2.6888427734375,0.3
chr5:82649804-82649810,chr5,WGATAR_2065,82649804,82649810,24,2,10,-72686,19,1.75,34.25,12.25,16.5,1.5,1.25,0.0,5.25,3.75,7.5,0.510809658,3.439464285714286,0.0,4,0.23761928,0.36368132,-2.2613601684570312,0.3
chr6:149960967-149960973,chr6,WGATAR_2263,149960967,149960973,108,3,19,-47169,11,4.0,13.25,6.25,6.75,5.5,6.5,2.08,3.5,2.5,2.5,0.17955322,3.167142857142857,0.0,7,0.8485898,0.24415493,-4.031696319580078,0.3
chr6:149960984-149960990,chr6,WGATAR_2262,149960984,149960990,91,3,19,-47186,11,5.5,15.75,6.25,6.0,5.25,6.25,1.56,3.75,3.5,2.75,0.412310859,9.16925,0.251167,7,0.55698276,0.13974929,-2.26861572265625,0.4
chr6:149967749-149967755,chr6,WGATAR_2269,149967749,149967755,235,1,19,-53951,214,5.5,26.5,14.75,13.25,9.0,7.25,0.52,6.0,4.25,2.5,0.026404556,6.815916666666666,0.0,14,0.0055280924,-0.003955364,-2.58428955078125,0.25
chr6:149967969-149967975,chr6,WGATAR_2268,149967969,149967975,15,3,19,-54171,18,6.75,76.0,17.75,26.25,6.25,4.25,3.64,9.75,5.5,8.25,0.147300751,8.448545454545455,0.0,14,1.295125,0.09792805,-0.7006683349609375,0.3
chr6:149967993-149967999,chr6,WGATAR_2267,149967993,149967999,9,2,19,-54195,2,6.75,89.0,20.5,29.25,6.25,4.25,4.16,12.0,7.75,10.75,0.492310487,6.1585,0.0,14,0.0659101,-0.26692963,-0.23271942138671875,0.25
chr6:149968001-149968007,chr6,WGATAR_2266,149968001,149968007,17,1,19,-54203,2,6.75,89.0,20.5,29.25,6.25,4.25,4.16,12.0,7.75,10.75,-0.136392715,6.546333333333333,0.0,14,0.583431,0.22643709,-1.2390289306640625,0.25
chr6:149968786-149968792,chr6,WGATAR_2265,149968786,149968792,802,2,19,-54988,246,11.75,22.25,11.0,9.25,13.0,5.0,4.16,5.75,11.5,5.5,1.279309042,6.638333333333334,0.0,17,0.28408325,0.003638029,0.30123138427734375,0.35
chr6:149969038-149969044,chr6,WGATAR_2264,149969038,149969044,1054,3,19,-55240,246,6.25,19.5,13.0,9.75,10.0,5.75,1.56,2.5,8.0,6.25,1.046352726,4.53976,0.0,17,0.7758437,0.043518543,-2.552215576171875,0.4
chr6:150039702-150039708,chr6,WGATAR_2271,150039702,150039708,9,4,19,-462,46,17.25,194.25,46.25,61.5,6.5,15.0,6.24,63.5,31.75,28.5,0.390391407,8.775038461538461,0.0,26,0.5017066,0.44964838,-0.0057220458984375,0.4
chr6:150039754-150039760,chr6,WGATAR_2270,150039754,150039760,43,2,19,-514,46,13.25,226.5,50.75,71.25,6.25,15.75,6.24,59.25,31.0,31.5,0.503945225,12.045846153846153,0.0928333,20,1.0003121,0.5904732,-2.15203857421875,0.55
chr6:150049655-150049661,chr6,WGATAR_2275,150049655,150049661,152,4,19,-10415,67,5.0,80.75,23.5,21.0,8.5,12.5,16.12,13.5,15.25,11.5,-0.132747802,8.30425,0.0,20,0.83658266,0.11790633,0.995452880859375,0.3
chr6:150049728-150049734,chr6,WGATAR_2274,150049728,150049734,79,3,19,-10488,62,8.75,137.25,35.5,45.25,11.5,13.25,27.56,18.5,26.75,21.5,0.988359404,9.181076923076922,0.0,20,0.6031004,0.114727974,-0.9886474609375,0.45
chr6:150049796-150049802,chr6,WGATAR_2273,150049796,150049802,11,1,19,-10556,38,11.25,162.5,38.75,59.25,13.25,16.5,34.32,24.5,32.0,25.0,1.886692151,8.483157894736843,-0.506333,20,1.2052636,1.197866,-0.85748291015625,0.4
chr6:150049840-150049846,chr6,WGATAR_2272,150049840,150049846,33,3,19,-10600,38,11.25,183.75,39.5,69.5,15.0,20.0,29.12,30.75,36.25,23.0,1.423588582,8.677130434782606,0.0,20,1.5887668,0.6857519,0.899810791015625,0.55
chr6:150082121-150082127,chr6,WGATAR_2281,150082121,150082127,507,3,19,-11321,211,5.5,13.5,7.75,6.0,3.75,5.75,1.56,13.75,11.0,6.0,0.501110777,1.6509999999999998,0.0,18,0.003815055,-0.007361412,-3.5199813842773438,0.25
chr6:150082338-150082344,chr6,WGATAR_2280,150082338,150082344,290,1,19,-11538,95,5.5,48.5,9.0,5.0,4.75,7.75,3.64,13.75,8.75,5.25,0.145031813,2.515833333333333,0.0,10,0.39295626,0.062708855,0.11083984375,0.4
chr6:150082439-150082445,chr6,WGATAR_2279,150082439,150082445,189,2,19,-11639,95,6.75,59.0,9.75,5.0,4.0,7.75,1.56,14.5,9.0,7.0,0.74285123,6.0218181818181815,-0.727833,10,0.063366175,0.000259161,-2.144256591796875,0.3
chr6:150082606-150082612,chr6,WGATAR_2278,150082606,150082612,22,2,19,-11806,41,11.25,87.75,10.0,12.75,5.25,12.0,2.6,27.5,11.25,18.75,0.007552983,4.229,0.0,16,0.32723165,0.05172491,-3.3456649780273438,0.25
chr6:150082653-150082659,chr6,WGATAR_2277,150082653,150082659,25,2,19,-11853,41,12.25,92.75,10.0,15.75,5.75,11.5,4.16,31.5,12.25,21.0,0.083894915,9.428999999999998,0.0,16,0.7393589,0.6488755,-5.491737365722656,0.3
chr6:150082934-150082940,chr6,WGATAR_2276,150082934,150082940,306,2,19,-12134,275,7.75,24.0,9.5,6.25,5.0,8.5,1.04,14.5,12.0,7.5,0.3719324,0.0,0.0,0,0.3464743,0.0009815693,-5.12530517578125,0.25
chr6:150116845-150116851,chr6,WGATAR_2283,150116845,150116851,200,1,19,-46045,127,5.25,17.25,5.5,5.0,2.75,5.0,0.52,5.0,5.75,5.25,0.851472093,8.014583333333333,2.68967,18,0.013021231,-0.012346029,-3.09869384765625,0.4
chr6:150116978-150116984,chr6,WGATAR_2285,150116978,150116984,67,3,19,-46178,53,6.25,42.5,6.25,6.0,4.5,7.0,2.6,5.75,8.75,6.25,0.059150692,10.987142857142858,0.0,16,0.07927632,-0.0060505867,-1.1722869873046875,0.2
chr6:150117037-150117043,chr6,WGATAR_2284,150117037,150117043,8,2,19,-46237,53,5.5,52.75,7.5,7.25,4.5,6.25,1.56,7.0,8.5,5.5,0.217910465,11.272727272727272,0.0,16,0.99943304,0.41558623,-12.2440185546875,0.5
chr6:150117283-150117289,chr6,WGATAR_2282,150117283,150117289,238,1,19,-46483,240,4.75,26.0,7.5,6.0,1.0,5.0,0.0,7.0,5.75,5.5,0.298631042,10.983692307692309,0.0,16,0.033138394,-0.020149946,-7.386360168457031,0.25
chr7:100074780-100074786,chr7,WGATAR_2302,100074780,100074786,597,3,36,-12898,61,4.5,6.0,6.5,2.0,20.25,3.0,1.56,2.75,4.25,2.25,0.394278935,4.883533333333334,-0.869167,25,0.5833219,0.17734408,0.5135498046875,0.5
chr7:100074847-100074853,chr7,WGATAR_2303,100074847,100074853,530,1,36,-6698,61,5.5,4.25,5.25,2.0,25.75,3.25,1.56,2.5,3.75,2.25,0.24224722,7.703193548387096,0.0,25,0.26233482,0.05618453,-0.3741912841796875,0.5
chr7:100108475-100108481,chr7,WGATAR_2307,100108475,100108481,113,4,36,-27010,72,13.5,165.5,69.25,84.0,7.0,11.25,11.44,20.5,24.0,23.5,0.110315076,5.055000000000001,0.0,20,0.15458465,0.19149017,-0.373748779296875,0.4
chr7:100108553-100108559,chr7,WGATAR_2306,100108553,100108559,35,2,36,-27088,29,15.0,208.25,83.75,119.0,5.5,11.75,13.52,26.75,29.5,28.25,1.055658971,8.73562962962963,0.0,20,0.94058275,1.0931239,-3.9603271484375,0.6
chr7:100108588-100108594,chr7,WGATAR_2305,100108588,100108594,0,4,36,-27123,29,13.75,246.25,95.25,145.0,5.5,10.5,17.16,30.25,30.25,32.25,0.787776136,15.539999999999997,0.0,20,1.6495038,1.3933687,-2.1733932495117188,0.4
chr7:100109387-100109393,chr7,WGATAR_2304,100109387,100109393,799,1,36,-27922,793,4.5,3.5,3.5,2.5,2.75,1.5,1.04,2.75,5.25,5.25,-0.793432649,10.76,0.0,14,0.04503441,-0.0020096302,-0.2467041015625,0.3
chr7:100137785-100137791,chr7,WGATAR_2308,100137785,100137791,8,3,36,-9504,28392,6.0,17.0,7.25,4.25,3.75,1.25,1.04,4.75,3.5,2.25,1.501757533,11.477812499999999,0.0,14,0.495126,0.076685905,-0.0859375,0.55
chr7:100236489-100236495,chr7,WGATAR_2311,100236489,100236495,498,1,36,-34661,30,3.25,5.5,8.75,2.0,4.0,2.0,0.52,4.5,3.25,2.5,0.601263237,10.379999999999999,0.0,25,0.1462965,0.15952301,-1.583221435546875,0.6
chr7:100236525-100236531,chr7,WGATAR_2312,100236525,100236531,462,1,36,-34660,30,4.75,7.75,9.5,2.0,4.0,3.25,0.52,5.0,3.25,2.5,0.855450708,0.0,0.0,25,0.020535588,0.0028803349,-3.5054931640625,0.6
chr7:100236653-100236659,chr7,WGATAR_2310,100236653,100236659,334,1,36,-34532,122,5.5,8.25,8.5,2.25,4.5,4.25,1.04,7.0,4.0,2.5,0.619555429,12.383166666666668,0.0,25,0.6292056,0.05569029,-0.8880615234375,0.55
